"id","name","unit","minValMale","maxValMale","normalRangeMale","minValFemale","maxValFemale","normalRangeFemale","minValBaby","maxValBaby","normalRangeBaby","normalRangeDefault","createdAt","updatedAt","workspaceId","code","criticalMaxValBaby","criticalMaxValDefault","criticalMaxValFemale","criticalMaxValMale","criticalMinValBaby","criticalMinValDefault","criticalMinValFemale","criticalMinValMale"
"1164","-S. Typhi/ Paratyphi Antigen (Ag) Test","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:38.161","2026-07-10 18:28:38.161",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1165","TyphiIgG/M-Salmonella Typhi Dot Combo IgG/IgM Test","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:38.503","2026-07-10 18:28:38.503",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1166","Typhi IgG-Salmonella Typhi IgG (Typhi Dot) Test","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:38.855","2026-07-10 18:28:38.855",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1167","Typhi IgM-Salmonella Typhi IgM (Typhi Dot) Test","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:39.203","2026-07-10 18:28:39.203",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1168","SARS-IgG-SARS-COV-2 (COVID-19) IgG ANTIBODY","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:39.551","2026-07-10 18:28:39.551",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1169","-SARS-COV-2 (COVID-19) IgM ANTIBODY","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:39.895","2026-07-10 18:28:39.895",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1170","HSF-SEMEN ANALYSIS","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:40.239","2026-07-10 18:28:40.239",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1171","SA-SEMEN ANALYSIS (SEMINOGRAM)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:40.593","2026-07-10 18:28:40.593",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1172","HSF C/S-SEMEN CULTURE & SENSITIVITY","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:40.933","2026-07-10 18:28:40.933",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1173","Fructose-Semen Fructose, Qualitative","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:41.482","2026-07-10 18:28:41.482",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1174","ALB-Serum Albumin","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:41.830","2026-07-10 18:28:41.830",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1175","AMY-Serum Amylase","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:42.192","2026-07-10 18:28:42.192",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1176","BILE ACID-SERUM BILE ACID","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:42.744","2026-07-10 18:28:42.744",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1177","BILI T+D-SERUM BILIRUBIN","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:43.115","2026-07-10 18:28:43.115",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1178","-SERUM BILIRUBIN (TOTAL)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:43.474","2026-07-10 18:28:43.474",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1179","CLOR-Serum Chloride(Cl-)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:43.824","2026-07-10 18:28:43.824",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1180","CORTI-Serum Cortisol","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:44.179","2026-07-10 18:28:44.179",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1181","CREAT-SERUM CREATININE","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:44.528","2026-07-10 18:28:44.528",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1182","ELE-SERUM ELECTROLYTE","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:45.271","2026-07-10 18:28:45.271",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1183","IgE (T)-Serum IgE (Total)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:46.387","2026-07-10 18:28:46.387",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1184","IRON-SERUM IRON","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:46.734","2026-07-10 18:28:46.734",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1185","LIPASE-Serum Lipase","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:47.082","2026-07-10 18:28:47.082",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1186","LITH-Serum Lithium","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:47.635","2026-07-10 18:28:47.635",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1187","K-SERUM POTASSIUM","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:47.981","2026-07-10 18:28:47.981",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1188","-SERUM PROCALCITONIN","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:48.335","2026-07-10 18:28:48.335",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1189","GOT-Serum SGOT(AST)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:48.682","2026-07-10 18:28:48.682",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1190","GPT-Serum SGPT(ALT)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:49.033","2026-07-10 18:28:49.033",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1191","-SERUM SODIUM","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:49.384","2026-07-10 18:28:49.384",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1192","NA-SERUM SODIUM","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:49.729","2026-07-10 18:28:49.729",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1193","CA-Serum Total Calcium","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:50.069","2026-07-10 18:28:50.069",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1194","TPR-SERUM TOTAL PROTEIN","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:51.219","2026-07-10 18:28:51.219",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1195","TG-SERUM TRIGLYCERIDES","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:51.564","2026-07-10 18:28:51.564",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1196","UA-Serum Uric Acid","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:52.111","2026-07-10 18:28:52.111",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1197","-Serum, Urease, GLDH","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:52.453","2026-07-10 18:28:52.453",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1198","SGOT-SGOT(AST)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:52.807","2026-07-10 18:28:52.807",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1199","-SGOT/SGPT Ratio","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:53.156","2026-07-10 18:28:53.156",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1200","SGPT-SGPT (ALT)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:53.513","2026-07-10 18:28:53.513",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1201","SICK-SICKLING TEST","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:54.100","2026-07-10 18:28:54.100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1202","SKIN-SKIN FOR FUNGUS","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:54.686","2026-07-10 18:28:54.686",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1203","SKIN-SKIN SCRAP FOR CYTOLOGY","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:55.051","2026-07-10 18:28:55.051",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1204","SKIN SCRAP-SKIN SCRAPING FOR  FUNGAS","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:55.629","2026-07-10 18:28:55.629",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1205","SKIN SCRAP-SKIN SCRAPING FOR KOH","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:55.996","2026-07-10 18:28:55.996",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1206","SKINLAP-Skin Smear For Microbactrium Leprae","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:56.364","2026-07-10 18:28:56.364",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1207","SKIN-Skin Smear For Z N Stain","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:56.729","2026-07-10 18:28:56.729",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1208","Slit Skin-SLIT SKIN SMEAR TEST","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:57.472","2026-07-10 18:28:57.472",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1209","-Sparfloxacin (SO)(DC)**","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:57.905","2026-07-10 18:28:57.905",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1210","-SPERM MORPHOLOGY","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:58.859","2026-07-10 18:28:58.859",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1211","SPU-sputam demo","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:59.339","2026-07-10 18:28:59.339",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1212","GRAM-SPUTUM  FOR GRAM'S STAIN","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:28:59.791","2026-07-10 18:28:59.791",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1213","-SPUTUM  FOR GRAM'S STAIN","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:00.234","2026-07-10 18:29:00.234",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1214","SPUTUM C/S-SPUTUM CULTURE & SENSITIVITY","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:00.832","2026-07-10 18:29:00.832",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1215","SPUT-SPUTUM FOR A.F.B.","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:01.543","2026-07-10 18:29:01.543",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1216","SPUTUM-SPUTUM FOR FUNGUS","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:01.923","2026-07-10 18:29:01.923",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1217","GEN-EXPERT-Sputum For MTB GeneXpert","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:02.465","2026-07-10 18:29:02.465",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1218","SPUT-PCR-Sputum For MTB PCR","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:02.828","2026-07-10 18:29:02.828",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1219","-Sputum Routine Microscopy","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:03.390","2026-07-10 18:29:03.390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1220","Stone Ana.-Stone Analysis - Routine","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:03.773","2026-07-10 18:29:03.773",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1221","STOOL-STOOL CULTURE & SENSITIVITY","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:04.111","2026-07-10 18:29:04.111",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1222","STOOL C/S-STOOL CULTURE & SENSITIVITY","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:04.467","2026-07-10 18:29:04.467",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1223","STOOL OB-STOOL FOR OCCULT BLOOD","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:04.817","2026-07-10 18:29:04.817",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1224","S-OBT-STOOL OCCULT BLOOD","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:05.162","2026-07-10 18:29:05.162",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1225","STOOL RE-STOOL ROUTINE EXAMINATION","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:06.268","2026-07-10 18:29:06.268",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1226","STOOL-RE-STOOL ROUTINE EXAMINATION","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:06.612","2026-07-10 18:29:06.612",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1227","SYNOV-SYNOVIAL FLUID EXAMINATION","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:06.965","2026-07-10 18:29:06.965",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1228","SYNO C/S-SYNOVIAL FLUID FOR CULTURE & SENSITIVITY","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:07.519","2026-07-10 18:29:07.519",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1229","SYNO-CYTO-SYNOVIAL FLUID FOR CYTOLOGY","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:08.058","2026-07-10 18:29:08.058",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1230","TB GOLD-TB Gold (QUANTIFERON)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:11.014","2026-07-10 18:29:11.014",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1231","Testo-TESTOSTERONE","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:11.580","2026-07-10 18:29:11.580",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1232","TESTO F-TESTOSTERONE - FREE","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:11.979","2026-07-10 18:29:11.979",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1233","TESTO.T-TESTOSTERONE - TOTAL","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:12.328","2026-07-10 18:29:12.328",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1234","TETNUS-TETANUS TOXOID ANTIBODY - IgG","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:12.686","2026-07-10 18:29:12.686",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1235","THROAT C/S-THROAT SWAB FOR CULTURE & SENSITIVITY","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:13.045","2026-07-10 18:29:13.045",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1236","-THYRO -3","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:13.598","2026-07-10 18:29:13.598",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1237","-Thyro 2","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:13.944","2026-07-10 18:29:13.944",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1238","-TIBC (TOTAL IRON BINDING CAPACITY)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:15.489","2026-07-10 18:29:15.489",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1239","TISS-PCR-TISSUE For MTB PCR","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:15.893","2026-07-10 18:29:15.893",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1240","TTG-IgA-TISSUE TRANSGLUTAMINASE ANTIBODY - IgA (TTG-IgA)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:16.253","2026-07-10 18:29:16.253",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1241","-TLC/ DLC OF WBC","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:16.595","2026-07-10 18:29:16.595",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1242","-TORCH 10 PROFILE (IgG & IgM)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:16.949","2026-07-10 18:29:16.949",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1243","-TORCH 4 IgM","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:17.295","2026-07-10 18:29:17.295",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1244","-TORCH ALL 10","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:17.656","2026-07-10 18:29:17.656",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1245","-TORCH PROFILE","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:18.028","2026-07-10 18:29:18.028",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1246","TLC & DLC-Total & Differential Leukocyte Count (TLC & DLC)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:18.387","2026-07-10 18:29:18.387",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1247","-Total Count of  Spermatozoa","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:19.537","2026-07-10 18:29:19.537",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1248","TIBC-Total Iron Binding Capacity(TIBC)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:20.076","2026-07-10 18:29:20.076",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1249","A:G-Total Protein (A:G)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:20.630","2026-07-10 18:29:20.630",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1250","-TOTAL PROTIEN","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:20.973","2026-07-10 18:29:20.973",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1251","TOXO-IgG-TOXO GONDII - IgG","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:21.328","2026-07-10 18:29:21.328",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1252","TOXO IgM-TOXO GONDII - IgM","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:21.898","2026-07-10 18:29:21.898",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1253","-TOXOPLASMA ANTIBODIES PANEL IgG & IgM","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:22.458","2026-07-10 18:29:22.458",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1254","TPHA-TREPONEMA PALLIDUM HAEMAGGLUTINATION(TPHA)","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:22.800","2026-07-10 18:29:22.800",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1255","-TRIPLE MARKER","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:23.339","2026-07-10 18:29:23.339",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1256","TripM-Triple Marker, Serum","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:23.668","2026-07-10 18:29:23.668",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1257","TROP-T-TROPONIN - T","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:24.034","2026-07-10 18:29:24.034",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1258","TROP T-TROPONIN - T","-NA-",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Normal / Negative","2026-07-10 18:29:24.397","2026-07-10 18:29:24.397",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
